,,,,,
,,,,,
50,"Si chiama ""bolina"" l'andatura in cui l'unità a vela procede con una direzione di rotta che forma un angolo di circa 45° rispetto alla direzione del vento reale.",VERO,V,FALSO,F
51,"Si chiama ""lasco"" l'andatura in cui l'unità  a vela procede con una direzione di rotta che forma un angolo di circa 135° rispetto alla direzione del vento reale.",VERO,V,FALSO,F
52,"Si chiama ""traverso"" l'andatura in cui l'unità  a vela procede con una direzione di rotta che forma un angolo di 90° rispetto alla direzione del vento reale.",VERO,V,FALSO,F
53,"Si chiama ""lasco"" l'andatura in cui l'unità  a vela procede con una direzione di rotta che forma un angolo di circa 90° rispetto alla direzione del vento reale.",VERO,F,FALSO,V
54,"Si chiama ""poppa"" o ""fil di ruota"" l'andatura in cui l'unità a vela procede con una direzione di rotta che forma un angolo di 180° rispetto alla direzione del vento reale.",VERO,V,FALSO,F
55,"Procedendo di bolina, a bordo il vento percepito risulta d'intensità superiore a quella reale.",VERO,V,FALSO,F
56,Procedendo di poppa la velocita avvertita dell'unità a vela sembra elevata perché l'intensità del vento percepita risulta superiore rispetto a quella reale.,VERO,F,FALSO,V
57,Il settore di bordeggio è la zona dello scafo di un'unità navale a vela che concorre a fornire la spinta velica e quindi ad incrementare la velocità della stessa in funzione della direzione del vento.,VERO,F,FALSO,V
58,"Si intende per lato sottovento, la superficie sopravvento della vela che è sottoposta a una depressione.",VERO,F,FALSO,V
59,Il centro velico è il punto di applicazione della risultante delle forze dovute all'azione del vento sulle vele.,VERO,V,FALSO,F
60,E' il centro velico il punto di applicazione delle forza idrodinamica sullo scafo dovuta allo scarroccio.,VERO,F,FALSO,V
61,Il centro di deriva è il centro dello scafo a vela di piccole dimensioni.,VERO,F,FALSO,V
62,Il centro di deriva è il punto di applicazione della resistenza laterale che si oppone alle forze idrodinamiche esercitate sull'opera viva.,VERO,V,FALSO,F
63,Il centro velico e il centro di deriva servono per determinare il punto nave a vela.,VERO,F,FALSO,V
64,"In condizioni di timone neutro (al centro), quando il centro velico è collocato a proravia del centro di deriva, l'unità navale a vela si allontanata dalla direzione del vento (è poggiera).",VERO,V,FALSO,F
65,"In condizioni di timone neutro (al centro), quando il centro velico è allineato con il centro di deriva, l'unità navale a vela si definisce equilibrata (né poggiera né orziera).",VERO,V,FALSO,F
66,"La posizione del centro velico per le unità navali a vela dipende dalla forma della vela, dalla reciproca influenza tra le vele bordate e dalla messa a punto dell'attrezzatura.",VERO,V,FALSO,F
67,La posizione del centro di deriva delle unità a vela dipende dalla forma delle vele.,VERO,F,FALSO,V
68,"Si intende per sopravento, il lato dell'unità ubicato al di sotto del punto di applicazione del vento apparente.",VERO,F,FALSO,V
69,"Si intende per sottovento, il lato dell'unità opposto rispetto a quello su cui batte il vento.",VERO,V,FALSO,F
70,"La dizione di ""mure a dritta/mure a sinistra"" indica la parte prodiera dello scafo sulla quale si infrangono le onde.",VERO,F,FALSO,V
71,Per grasso della vela si intende la parte della vela più prossima alla tensione della drizza.,VERO,F,FALSO,V
72,Il piano velico è l'organizzazione delle vele di un'imbarcazione come da progetto ed è essenzialmente caratterizzato dal numero di alberi e dal tipo di vele a disposizione.,VERO,V,FALSO,F
73,Per portanza si intende il peso complessivo di tutte le attrezzature veliche imbarcate su un'unità a vela.,VERO,F,FALSO,V
74,Lo svergolamento della vela dipende dalla velocità del vento reale che aumenta in funzione dell'altezza da cui spira rispetto alla superficie del mare.,VERO,V,FALSO,F
75,"Per ""straorza"" si intende l'improvviso cambio di prua verso la direzione di provenienza del vento, causato da una raffica  o da un'onda particolarmente intensa.",VERO,V,FALSO,F
76,"Per ""strapoggia"" si intende l'improvviso allontanarsi della prua dalla direzione del vento tale anche da causare una strambata.",VERO,V,FALSO,F
77,"Per ""raffica"" si intende una particolare tipologia di venti, di rilevante intensità, che spirano prevalentemente da levante o da ponente.",VERO,F,FALSO,V
78,"Per ""scarroccio"" si intende la traslazione laterale dell'unità a vela per effetto del vento esercitato sullo scafo durante la navigazione.",VERO,V,FALSO,F
79,"Un'unità a vela scuffia quando si ribalta, immergendo l'albero anche fino a 180° rispetto alla posizione iniziale.",VERO,V,FALSO,F
80,"Si intende per ""smagrire"" la vela il variare della superficie portante della stessa riducendone la sua concavità.",VERO,V,FALSO,F
81,"Si dice ""stringere il vento"" il condurre l'unità a vela lascando quanto più possibile le vele, allontanando la prua dalla direzione dalla quale proviene il vento.",VERO,F,FALSO,V
82,"Si dice ""poggiare"" il condurre l'unità a vela lascando quanto più possibile le vele, allontanando la prua dalla direzione dalla quale proviene il vento.",VERO,V,FALSO,F
83,La forza di propulsione risulta parallela all'asse longitudinale dell'unità navale a vela.,VERO,V,FALSO,F
84,La forza di scarroccio e la forza di propulsione danno origine alla forza risultante generata dal vento sulla superificie velica.,VERO,V,FALSO,F
85,"Si intende per ""corda"" della vela la linea idealmente tracciata per unire le due estremità del profilo della vela.",VERO,V,FALSO,F
86,La concavità della vela assolve alla funzione di diminuire la resistenza all'avanzamento dell'unità.,VERO,F,FALSO,V
87,Lo spostamento del peso dell'equipaggio a bordo durante la navigazione a vela può servire a contrastare l'azione sbandante generata dallo scarroccio e dalla forza propulsiva.,VERO,F,FALSO,V
88,Per contrastare la tendenza poggera dell'unità a vela è utile spostare i pesi verso prua.,VERO,V,FALSO,F
89,Per contrastare la tendenza orziera dell'unità a vela è utile spostare i pesi verso l'albero.,VERO,F,FALSO,V
90,E' meglio evitare un'impostazione troppo poggera di un'unità perché tale impostazione limita notevolmente l'azione del timone.,VERO,F,FALSO,V
91,"Un'unità in navigazione a vela con andatura di bolina, se eccessivamente sbandata sottovento, subisce un aumento della velocità e una miglior performance delle vele bordate.",VERO,F,FALSO,V
92,E' meglio preferire un'impostazione orziera di un'unità a vela perché tale impostazione favorisce le prestazioni.,VERO,V,FALSO,F
93,L'inclinazione verso la prua dell'albero di un'unità a vela rende la stessa tendenzialmente poggera.,VERO,V,FALSO,F
94,L'inclinazione verso la poppa dell'albero di un'unità a vela rende la stessa tendenzialmente poggera.,VERO,F,FALSO,V
95,Lascare la drizza e la base della randa aumenta la concavità della vela (grasso) e le fa  assumere una configurazione adatta all'andatura in fil di ruota.,VERO,V,FALSO,F
96,"L'angolo di incidenza è quello formato tra la direzione del vento apparente e quella verso cui è orientata la vela, in pratica l'angolo con cui il profilo fende l'aria.",VERO,V,FALSO,F
97,"La spinta della randa è principalmente orziera, quella del genoa o del fiocco tendenzialmente poggiera.",VERO,V,FALSO,F
98,"Al crescere del vento si cazzano cunningham (o la drizza randa), il tesabase, la drizza genova.",VERO,V,FALSO,F
99,Al crescere del vento è utile spostare verso prua il carrello del genoa.,VERO,F,FALSO,V
100,"Negli armamenti frazionati, le sartie volanti servono a sostenere l'albero, controbilanciando lo sforzo trasmesso dalle vele allo strallo.",VERO,V,FALSO,F
101,"Negli armamenti frazionati con crocette acquartierate verso poppa e paterazzo, le sartie volanti possono dare supporto all'albero ma non sono strutturali.",VERO,V,FALSO,F
102,"Si intende per unità attrezzata con armo frazionato quella in cui lo strallo non è ""incappellato"" in testa d'albero.",VERO,V,FALSO,F
103,Si intende per unità attrezzata con armo frazionato quella il cui scafo è suddiviso in almeno tre compartimenti.,VERO,F,FALSO,V
104,Le crocette garantiscono  un'adeguato punto di forza e ritenuta delle scotte sul piano di coperta.,VERO,F,FALSO,V
105,Le crocette servono a tensionare le sartie che sorreggono l'albero lateralmente.,VERO,V,FALSO,F
106,La regolazione delle sartie si attua attraverso l'utilizzo del carrello della scotta.,VERO,F,FALSO,V
107,L'avvolgifiocco è una particolare galloccia dove viene avvolta la scotta sottovento del fiocco.,VERO,F,FALSO,V
108,"La  balumina è il lato più corto della randa, che si introduce all'interno della canaletta del boma.",VERO,F,FALSO,V
109,La ralinga della randa è il cavo cucito nel lato di inferitura per essere introdotto all'interno della canaletta dell'albero.,VERO,V,FALSO,F
110,"Per ""base"" della randa si intende il lato libero della vela dove sono ricavate le tasche per poter introdurre le stecche.",VERO,F,FALSO,V
111,"Per ""angolo di scotta"" della randa si intende quello compreso tra la base e la balumina, dove è agganciato il tesabase.",VERO,V,FALSO,F
112,"Per ""angolo di penna"" della randa si intende l'angolo compreso tra la base e la ralinga ove è agganciata la trozza del boma.",VERO,F,FALSO,V
113,"Per ""angolo di mura"" della randa si intende l'angolo compreso tra la balumina e la ralinga, posto all'estremità superiore della vela, ove è agganciata la drizza.",VERO,F,FALSO,V
114,Il fiocco consente all'unità a vela di navigare esclusivamente con angoli compresi tra i 40° e i 70° rispetto alla direzione da cui spira il vento.,VERO,F,FALSO,V
115,"La randa rappresenta la vela principale di un'unità a vela, ubicata a poppavia dell'albero, e di forma triangolare.",VERO,V,FALSO,F
116,Il genoa o genova rappresenta una particolare tipologia di vela prodiera avente una superficie ridotta utilizzata in caso di condizioni meteo marine avverse.,VERO,F,FALSO,V
117,Il genoa o genova è la vela prodiera avente una superficie che non si sovrappone a quella della randa.,VERO,F,FALSO,V
118,Il genoa (o genova) oltrepassa l'albero verso poppa fino a una lunghezza generalmente pari al 50% della distanza fra l'albero e il punto di mura .,VERO,V,FALSO,F
119,Il fiocco è la vela prodiera avente una superficie che non si sovrappone a quella della randa.,VERO,V,FALSO,F
120,"Lo spinnaker rappresenta la vela principale, utilizzata in particolar modo nelle andature di bolina al fine di dare maggiore potenza e superficie velica.",VERO,F,FALSO,V
121,Il gennaker è una vela asimmetrica adatta alle andature comprese tra il traverso e il lasco (60°- 120° dal vento).,VERO,V,FALSO,F
122,Il code 0 è una vela asimmetrica adatta alle andature con poco vento comprese tra la bolina larga e il traverso.,VERO,V,FALSO,F
123,Il code 0 è una vela inferita.,VERO,F,FALSO,V
124,Lo sloop è l'armo caratterizzato dalla presenza di un solo albero e la possibilità di issare una sola vela di prua alla volta.,VERO,V,FALSO,F
125,"Il cutter è l'armo caratterizzato dalla presenza di un solo albero, armato con due fiocchi contemporaneamente.",VERO,V,FALSO,F
126,Il ketch è quell'armo caratterizzato dalla presenza dell'albero di mezzana a proravia dell'asse del timone.,VERO,V,FALSO,F
127,Tra le manovre fisse vi sono  drizze e scotte.,VERO,F,FALSO,V
128,Tra le manovre correnti vi sono stralli e sartie.,VERO,F,FALSO,V
129,Il paranco di scotta assolve la funzione di demoltiplicare lo sforzo.,VERO,V,FALSO,F
130,Quello rappresentato in figura è un paranco con un rapporto 6:1,VERO,F,FALSO,V
131,"Quello rappresentato in figura è un paranco doppio con il rapporto più favorevole, il cosiddetto fino di 8:1.",VERO,V,FALSO,F
132,"Il cunningham assolve la funzione  di porre in tensione la parte prodiera bassa della randa, mediante un paranco verticale.",VERO,V,FALSO,F
133,Il tangone è il pennone sul quale è fissata la base della randa.,VERO,F,FALSO,V
134,Il winch è un particolare meccanismo costituito da due bozzelli utilizzato per moltiplicare lo sforzo di trazione esercitato sulle cime.,VERO,F,FALSO,V
135,"Le scotte devono essere avvolte intorno al tamburo  del winch sempre in senso orario, ponendo particolare attenzione per evitare la sovrapposizione dei ""colli"".",VERO,V,FALSO,F
136,"La ferramenta di bordo è costituita dall'insieme di elementi come strozzascotte, winch, arridatori e galloccie.",VERO,V,FALSO,F
137,Il polipropilene è utilizzato solo per sagole galleggianti utilizzate per il salvataggio.,VERO,V,FALSO,F
138,I grilli assumono la funzione di ridurre o sforzo di trazione sui cavi.,VERO,F,FALSO,V
139,Il carrello di randa (o trasto) è il congegno sul quale vengono date volta e bloccate le scotte della randa.,VERO,F,FALSO,V
140,La galloccia è il dispositivo con cui si fissano le draglie.,VERO,F,FALSO,V
141,La landa è il cavallotto o la piastra collocata in coperta utilizzata per fissare le sartie e gli stralli.,VERO,V,FALSO,F
142,Il golfare è il carrello del boma dove si innesta la randa.,VERO,F,FALSO,V
143,La varea del tangone è l'anello di attacco del mantiglio.,VERO,F,FALSO,V
144,La trozza è lo snodo che unisce il boma all'albero.,VERO,V,FALSO,F
145,"La resistenza alla trazione rappresenta una qualità importante nelle fibre del tessuto di una vela, determinandone la stabilità trasversale.",VERO,V,FALSO,F
146,Il dacron non è un materiale correntemente diffuso per la realizzazione di vele da crociera.,VERO,F,FALSO,V
147,L'esposizione molto prolungata delle vele ai raggi solari ne determina il decadimento delle sue caratteristiche meccaniche di resistenza.,VERO,V,FALSO,F
148,"Il set di vele standard di un catamarano è formato da  randa, fiocco e gennaker.",VERO,V,FALSO,F
149,Il set di vele base di uno scafo armato a sloop è formato da randa e genoa (o genova).,VERO,V,FALSO,F
150,I garrocci sono gli specifici moschettoni che consentono di fissare il lato prodiero del genoa e del fiocco  allo strallo di prua.,VERO,V,FALSO,F
151,La funzione del paterazzo è di regolare il vang.,VERO,F,FALSO,V
152,Cazzando il paterazzo si determina un rilevante smagrimento della parte centrale della randa.,VERO,V,FALSO,F
153,La gassa d'amante è un nodo che tende a sciogliersi facilmente.,VERO,F,FALSO,V
154,La gassa d'amante si usa per accorciare una cima.,VERO,F,FALSO,V
155,E' opportuno utilizzare il nodo piano per unire due cavi aventi diverso diametro.,VERO,F,FALSO,V
156,La funzione di un nodo savoia è impedire che l'estremità di un cavo si sfili da un passacavo.,VERO,V,FALSO,F
157,Il nodo parlato è utile per fissare i parabordi alle draglie.,VERO,V,FALSO,F
158,Il nodo margherita si usa per accorciare una cima.,VERO,V,FALSO,F
159,Per lazy jack si intende una particolare drizza utilizzata per issare le vele in condizioni di emergenza.,VERO,F,FALSO,V
160,Per lazy jack si intende il sistema di sagole che aiuta a raccogliere la randa in fase di ammainata.,VERO,V,FALSO,F
161,Il feeder è il dispositivo utilizzato al fine di facilitare l'introduzione dell'inferitura del fiocco o del genoa all'interno della canaletta dello strallo cavo.,VERO,V,FALSO,F
162,Il tesabase è il dispositivo finalizzato a mantenere tesata la base del fiocco.,VERO,F,FALSO,V
163,"Le manovre necessarie all'uso dello spinnaker sono scotta, spring, vang, borosa e  meolo del tangone.",VERO,F,FALSO,V
164,"Per braccio si intende il cavo utilizzato per manovrare e, quindi, regolare la mura dello spinnaker.",VERO,V,FALSO,F
165,Il matafione è un fiocco di rispetto utilizzato in condizioni meteo marine avverse.,VERO,F,FALSO,V
166,"Per impiombatura si intende l'intreccio dei trefoli delle estremità di cavi tessili o in acciaio, al fine di unirli tra di loro o per realizzare un anello fisso a cui agganciare le ferramenta o le manovre.",VERO,V,FALSO,F
167,Per borosa si intende la parte terminale superiore dello strallo cavo che lo collega all'albero.,VERO,F,FALSO,V
168,"Le sartie, sono i cavi generalmente in acciaio (ma anche in fibre tessili particolarmente tenaci), che sostengono l'albero.",VERO,V,FALSO,F
169,Il tornichetto è un congegno utilizzato per unire due cime di diverso materiale.,VERO,F,FALSO,V
170,Il vang è un sistema di ritenuta del boma di tipo regolabile che assolve a due funzioni principali: regola la flessione longitudinale dell'albero e influenza la superficie portante della vela.,VERO,V,FALSO,F
171,All'interno dell'albero si possono far passare le manovre fisse come sartie e stralli.,VERO,F,FALSO,V
172,L'avvolgiranda è un'attrezzatura che permette di riporre la randa in un gavone una volta terminata la navigazione.,VERO,F,FALSO,V
173,La regolazione dell'albero viene effettuata con l'unità all'ormeggio agendo su ogni singola manovra corrente in stretta aderenza a quanto indicato dal costruttore.,VERO,F,FALSO,V
174,"Le manovre correnti sono quelle che servono a manovrare le vele, come le scotte, drizze, wang, tesa base ecc.",VERO,V,FALSO,F
175,Un winch self-tailing è un verricello elettronico comandato dalla timoneria per il quale non è necessario l'uso della maniglia.,VERO,F,FALSO,V
176,Stralli e sartie sono manovre fisse.,VERO,V,FALSO,F
177,Girando la maniglia in senso orario il winch sostiene una migliore trazione e potenza.,VERO,V,FALSO,F
178,Il motivo per cui il grillo della penna di randa è del tipo con perno di blocco è per consentire di sganciare la vela evitando che lo stesso cada in mare.,VERO,V,FALSO,F
179,La calza è una sorta di tubo di tela con il quale si raccoglie lo spinnaker o il gennaker prima di ammainarlo.,VERO,V,FALSO,F
180,Con il fiocco autovirante è necessario cazzare la scotta in virata.,VERO,F,FALSO,V
181,Con il fiocco autovirante la scotta è generalmente rinviata a una puleggia sull'albero.,VERO,V,FALSO,F
182,Con il genoa avvolgibile ridotto oltre il 30% della superficie si ha una sensibile riduzione di efficienza del profilo.,VERO,V,FALSO,F
183,L'avvolgifiocco e il moderno sistema che consente di ridurre la vela di prua senza ammainarla.,VERO,V,FALSO,F
184,Lo stopper è la manovra con cui si fissa il boma in posizione di riposo.,VERO,F,FALSO,V
185,Lo stopper è il sistema di bloccaggio che consente di strozzare una drizza.,VERO,V,FALSO,F
186,"Per ""sventare"" si intende la manovra tesa a condurre l'unità navale con la prua al vento o a mollare le scotte, in modo che le vele non siano portanti",VERO,V,FALSO,F
187,"Per ""sventare"" si intende la manovra tesa a condurre l'unità navale con la poppa al vento.",VERO,F,FALSO,V
188,Per poggiare è necessario porre la barra del timone sopravento ossia dalla parte opposta rispetto alla randa.,VERO,V,FALSO,F
189,Per poggiare è necessario porre la barra del timone sottovento ossia dallo stesso lato della randa.,VERO,F,FALSO,V
190,"Quando due unità navali a vela navigano di bolina con rotte convergenti, quella con le mure a sinistra poggierà per lasciare la rotta libera a quella con le mure a dritta, passandole di poppa.",VERO,V,FALSO,F
191,"Quando due unità navali a vela navigano di bolina con rotte convergenti, quella più lenta lascierà la rotta libera a quella più veloce, passandole di poppa.",VERO,F,FALSO,V
192,"Quando due unità navali a vela navigano di bolina entrambe con le stesse mure, quella sopravento orzerà per lasciare la rotta libera a quella sottovento.",VERO,V,FALSO,F
193,"Dopo aver tesato la drizza della randa, la base della stessa può essere cazzata, poco o molto, a seconda che si vogliano assumere rispettivamente andature larghe o di bolina.",VERO,V,FALSO,F
194,L'abbattuta è la manovra mediante la quale l'unità a vela cambia mure attraversando con la poppa la direzione da cui proviene il vento.,VERO,V,FALSO,F
195,La virata è  la manovra per evitare un ostacolo.,VERO,F,FALSO,V
196,La virata è la manovra usata per raggiungere una meta navigando con il vento in fil di ruota.,VERO,F,FALSO,V
197,L'abbattuta si esegue quando la barca è alla massima velocità e naviga con andatura al traverso o di bolina.,VERO,F,FALSO,V
198,"Per armare la randa: si collega la borosa all'angolo di mura, si tesa la base e si chiude lo stopper della scotta.",VERO,F,FALSO,V
199,Il punto di mura è posizionato sulla varea del boma.,VERO,F,FALSO,V
200,"Si arma la randa cazzando il meolo, inserendo la tavoletta all'interno dell'apposita tasca posta sulla parte più alta dell'albero.",VERO,F,FALSO,V
201,"Dopo aver lascato la drizza della randa, la base della stessa può essere lascata, poco o molto, a seconda che si vogliano assumere andature in bolina o bolina larga.",VERO,F,FALSO,V
202,"Genoa (o genova) e fiocco si armano allo stesso modo perché  hanno, in generale, lo stesso punto di mura nonché risultano inferiti al medesimo strallo.",VERO,V,FALSO,F
203,La prima operazione necessaria per issare il fiocco o il genoa (o genova) munito di garocci è fissare l'occhiello di bugna nell'apposito attacco ubicato alla base dello strallo.,VERO,F,FALSO,V
204,I garrocci di cui è munito il fiocco vanno incocciati allo strallo partendo dal punto di penna e proseguendo verso il punto di scotta.,VERO,F,FALSO,V
205,Il dispositivo solitamente utilizzato per agganciare la drizza alla penna è un moschettone impiombato alla sommità della drizza stessa.,VERO,V,FALSO,F
206,"Il nodo utilizzato solitamente per fissare le due scotte alla bugna del fiocco, una per lato, è il parlato doppio.",VERO,F,FALSO,V
207,La barca viene condotta con la prua al vento al fine di consentire che il fiocco non si gonfi mentre viene issato.,VERO,V,FALSO,F
208,Lo strallo cavo offre il vantaggio di abbassare il centro velico del fiocco.,VERO,F,FALSO,V
209,La doppia canaletta di uno strallo cavo serve per facilitare la sostituzione di una vela di prua.,VERO,V,FALSO,F
210,Issare la tormentina è la manovra che può essere adottata al fine di ridurre la velocità risalendo il vento,VERO,F,FALSO,V
211,La manovra che può essere adottata al fine di ridurre la velocità nelle andature portanti è far fileggiare la randa.,VERO,F,FALSO,V
212,"La manovra denominata ""mettersi in panna"" serve per aumentare la velocità.",VERO,F,FALSO,V
213,"La manovra denominata ""mettersi in panna"" consiste nel porre a collo la vela di prua lasciando la randa bordata per la bolina larga nonché ponendo il timone all'orza.",VERO,V,FALSO,F
214,"La manovra denominata ""mettersi alla cappa"" consiste in una particolare tecnica che consente di navigare a velocità ridotta utilizzando l'ancora galleggiante.",VERO,F,FALSO,V
215,"Per ""mano o presa di terzaroli"" si intende la manovra per abbassare il tangone e smagrire lo spinnaker, passando dall'andatura in fil di ruota al traverso.",VERO,F,FALSO,V
216,"La ""presa di terzaroli"" consiste nell'ammainare completamente la randa ed issare al suo posto la randa di rispetto denominata matafione.",VERO,F,FALSO,V
217,"Per ""mettere a segno"" le vele si intende l'avvolgerle correttamente dopo l'utilizzo in navigazione per il loro successivo pronto impiego.",VERO,F,FALSO,V
218,Il vantaggio della planata è l'aumento del dislocamento dell'unità.,VERO,F,FALSO,V
219,Quando la barca si dispone con la prua al vento le vele smagriscono disponendosi trasversalmente all'asse longitudinale dell'unità e orientandosi nella direzione di provenienza del vento apparente.,VERO,F,FALSO,V
220,"La manovra denominata ""strallare"" consiste nel ruotare il tangone verso la parte prodiera dell'unità navale conducendone l'estremità libera in prossimità dello strallo.",VERO,V,FALSO,F
